EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
4.8,8,S6,26.7946,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.4,8,S6,23.1521,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,29.5,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.4,8,S6,24.9,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.4,8,S6,23.1521,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,A6,30.9,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
6.2,8,A6,27.4,NaturallyAspirated,6,1,0,AllWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
2.8,6,S6,30.2993,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,31.3,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,A6,40.3,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A6,33.1,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.3,8,A6,29.0,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
6.0,8,AV,30.2999,NaturallyAspirated,1,0,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,A6,31.6,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A6,31.9,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.7,6,A4,28.5,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
4.0,6,A5,28.4,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.5,6,A6,31.4,NaturallyAspirated,6,1,1,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
2.5,4,A6,36.0307,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A6,31.3917,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,AV,37.9,NaturallyAspirated,1,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.4,8,A6,23.8983,NaturallyAspirated,6,1,1,FourWheelDrive,2,1,SpecialPurposeVehicleSUV4WD,0,0
4.0,6,A5,25.7535,NaturallyAspirated,5,1,1,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
4.6,8,A6,26.6622,NaturallyAspirated,6,1,1,FourWheelDrive,2,1,SpecialPurposeVehicleSUV4WD,0,0
3.5,6,A6,30.3805,NaturallyAspirated,6,1,1,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.5,6,S6,30.2,Turbocharged,6,1,1,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,A6,31.6,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.3,8,A6,29.0,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
6.0,8,AV,30.2999,NaturallyAspirated,1,0,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
6.2,8,A6,27.4,NaturallyAspirated,6,1,0,AllWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,A6,40.3,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A6,33.1,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A5,34.6,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
2.4,4,A5,37.7098,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
2.4,4,M5,31.3,NaturallyAspirated,5,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
2.4,4,A5,33.5,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
3.5,6,A5,30.5,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
3.7,5,M5,25.2,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.7,5,A4,25.1,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
5.3,8,A4,22.2999,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,A6,37.6,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A6,36.0,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,A6,39.2041,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,M6,38.6,NaturallyAspirated,6,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.8,6,A6,31.1,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S7,29.7734,NaturallyAspirated,7,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.0,8,S7,27.2511,NaturallyAspirated,7,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
5.6,8,A5,23.6,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.7,6,A5,26.6,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
5.7,8,A5,26.0,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,M5,38.6,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,AV,33.6,NaturallyAspirated,1,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.7,6,A5,27.5,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
5.7,8,A5,26.0,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
6.1,8,A5,20.9,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
3.7,6,A4,28.5,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
2.4,4,M5,38.6,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,AV,33.6,NaturallyAspirated,1,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,AV,33.6,NaturallyAspirated,1,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.8,6,M6,26.163,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
3.8,6,A4,26.5632,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
3.8,6,A5,29.2986,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.6,8,A6,28.4,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.0,4,M5,33.4,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.7,6,A4,31.3,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.2,6,S6,30.346999999999998,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
5.0,8,S6,23.8204,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
5.0,8,S6,24.5722,Supercharged,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.0,8,S6,25.5082,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
5.0,8,S6,23.5743,Supercharged,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.0,8,S6,24.7928,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.6,8,S6,28.3,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.7,8,S6,24.1491,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S6,33.7937,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,AVS6,38.7193,NaturallyAspirated,1,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S6,29.9849,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S6,30.2,Turbocharged,6,1,1,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A6,31.4,NaturallyAspirated,6,1,1,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
2.3,4,S6,31.7,Turbocharged,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.7,6,S6,28.7,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,A6,37.0,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A6,32.1,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,AV,37.9,NaturallyAspirated,1,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.4,8,A5,20.7,Supercharged,5,1,0,FourWheelDrive,2,1,SpecialPurposeVehicleSUV4WD,1,0
5.5,8,A7,20.1,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A7,31.5,Turbocharged,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.7,8,A7,23.8,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.5,8,A7,23.2,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A7,28.6683,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A7,27.3,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A7,34.4,Turbocharged,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.5,8,A7,24.6,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
6.3,8,A7,19.7,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,AV,33.7,NaturallyAspirated,8,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A7,25.8,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A7,33.3,Turbocharged,7,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,A6,36.0307,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,A6,31.3917,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,AV,37.9,NaturallyAspirated,1,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,A5,25.7535,NaturallyAspirated,5,1,1,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,0,0
4.6,8,A6,26.6622,NaturallyAspirated,6,1,1,FourWheelDrive,2,1,SpecialPurposeVehicleSUV4WD,0,0
2.4,4,AVS6,35.2418,NaturallyAspirated,1,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,32.9548,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
3.8,6,S4,26.9,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
5.6,8,A5,24.1924,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.6,8,A5,24.1491,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,AV,31.7082,NaturallyAspirated,1,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,A5,27.234,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.6,8,S5,24.2996,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,AV,35.8606,NaturallyAspirated,1,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,M6,27.1846,NaturallyAspirated,6,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,A5,27.5665,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,A6,27.5811,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
3.6,6,M6,28.1127,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,A6,25.56,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,M6,23.578000000000003,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,A6,26.388,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,M6,23.578000000000003,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,A6,25.7761,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,A6,25.7761,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
4.8,8,A6,25.7761,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,1
3.6,6,A6,31.6,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A6,32.2,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,A6,32.1,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.6,6,S6,32.6,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,M5,37.071,NaturallyAspirated,5,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
2.5,4,S4,35.9226,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
2.5,4,S4,32.9103,Turbocharged,4,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,AV,40.0816,NaturallyAspirated,1,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
2.5,4,M6,37.0574,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
3.6,6,S5,34.2708,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
3.6,6,S5,29.5,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,1
2.4,4,M5,34.2513,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.4,4,A4,32.2765,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.2,6,A5,32.2747,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,S5,30.0,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,S5,30.0,NaturallyAspirated,5,1,0,ParttimeFourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,A5,28.9182,NaturallyAspirated,5,1,0,ParttimeFourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.0,6,M6,26.8137,NaturallyAspirated,6,0,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S5,31.3,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.3,6,AV,34.9989,NaturallyAspirated,1,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.7,8,S6,24.7491,NaturallyAspirated,6,1,0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.5,4,A4,38.3778,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,A5,35.7494,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.6,8,S6,24.8718,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.7,8,S6,24.5,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
5.7,8,S6,24.2206,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.7,4,S6,38.7,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.5,6,S6,35.0,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
2.0,4,S6,33.3,Turbocharged,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,34.4,Turbocharged,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,0,0
3.6,6,S6,26.1066,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,29.7892,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.2,6,S6,30.4926,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.0,6,S6,29.7892,Turbocharged,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.2,6,S6,30.4926,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
3.2,6,S6,29.7431,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
4.4,8,S6,26.2,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1,0
